name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Japan Sales
Gravity Rush Remastered,2016-02-02,4,4,316,80,2024-05-26 07:03:09,319,Teen,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6825,7961,Sony Computer Entertainment Europe,Bluepoint Games,20000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,420000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,430000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,420000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,240000
Minecraft: Story Mode,2015-10-13,3,4,305,73,2024-08-28 21:29:33,308,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,7,Nintendo Switch,Xbox One,Wii U,PlayStation 3,PlayStation 4,iOS,Xbox 360,Android,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox 360 Store,Nintendo Store,Xbox Store,Google Play,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Story Rich,Third Person,Fantasy,Funny,Survival,Comedy,Pixel Graphics,Zombies,Family Friendly,Choices Matter,Crafting,Memes,Building,achievements,Episodic,Quick-Time Events,Choose Your Own Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,794402,212847,Mojang,Telltale Games,30000
Mighty No. 9,2016-06-21,2,3,188,52,2024-05-23 14:02:56,191,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PS Vita,PlayStation 4,Wii U,Linux,macOS,PC,PlayStation 3,Xbox 360,Xbox One,Nintendo 3DS,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox 360 Store,Nintendo Store,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,Great Soundtrack,Co-op,cooperative,2D,Sci-fi,Horror,Online Co-Op,Difficult,Comedy,Online multiplayer,Retro,Anime,Nudity,Side Scroller,Robots,Kickstarter,2.5D,Illuminati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,739774,121870,Deep Silver,Comcept,10000
Toki Tori 2+,2013-04-04,3,3,58,73,2024-02-13 06:38:09,58,Everyone 10+,'Adventure',Casual,Indie,Puzzle,0,0,0,0,0,0,0,3,PlayStation 4,Nintendo Switch,PC,macOS,Linux,Wii U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Open World,2D,Funny,Difficult,Controller,Steam Workshop,Includes level editor,Family Friendly,Cute,Metroidvania,Puzzle-Platformer,puzzles,Level Editor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,730527,115089,Soedesco,Two Tribes,0
Farming Simulator 19,2018-11-19,3,4,198,73,2024-07-20 22:21:42,199,Everyone 10+,'Simulation',Family,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Cross-Platform Multiplayer,Realistic,Management,Driving,Resource Management,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,652067,187812,Focus Home Interactive,Giants Software,550000
Farming Simulator 19,2018-11-19,3,4,198,73,2024-07-20 22:21:42,199,Everyone 10+,'Simulation',Family,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Cross-Platform Multiplayer,Realistic,Management,Driving,Resource Management,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,652067,187812,Focus Home Interactive,Giants Software,260000
Farming Simulator 19,2018-11-19,3,4,198,73,2024-07-20 22:21:42,199,Everyone 10+,'Simulation',Family,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,macOS,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Epic Games,Steam,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Open World,cooperative,Cross-Platform Multiplayer,Realistic,Management,Driving,Resource Management,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,652067,187812,Focus Home Interactive,Giants Software,90000
République,2013-12-19,3,4,63,72,2024-08-16 13:56:36,63,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,macOS,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,Atmospheric,Sci-fi,Steam Leaderboards,Female Protagonist,Stealth,Point & Click,Captions available,Cyberpunk,Dystopian,Commentary available,Kickstarter,Episodic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,639604,104364,GungHo Online Entertainment,Camouflaj,10000
LEGO Marvel Super Heroes 2,2017-11-14,3,4,180,74,2024-06-12 11:00:10,181,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,Nintendo Switch,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Nintendo Store,Xbox Store,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Funny,Comedy,Split Screen,Superhero,Heist,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,657570,195513,Warner Bros. Interactive Entertainment,Traveller's Tales,600000
LEGO Marvel Super Heroes 2,2017-11-14,3,4,180,74,2024-06-12 11:00:10,181,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,Nintendo Switch,PC,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Nintendo Store,Xbox Store,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,Funny,Comedy,Split Screen,Superhero,Heist,LEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,657570,195513,Warner Bros. Interactive Entertainment,Traveller's Tales,290000
Danganronpa V3: Killing Harmony,2017-01-12,4,5,225,80,2024-08-21 07:18:50,227,Mature,'Puzzle',0,0,0,0,0,0,0,0,0,0,2,PC,Nintendo Switch,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Horror,Female Protagonist,Anime,Mystery,Visual Novel,Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,548798,106043,NIS America,Spike Chunsoft,50000
Danganronpa V3: Killing Harmony,2017-01-12,4,5,225,80,2024-08-21 07:18:50,227,Mature,'Puzzle',0,0,0,0,0,0,0,0,0,0,2,PC,Nintendo Switch,PlayStation 4,PS Vita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,Story Rich,Horror,Female Protagonist,Anime,Mystery,Visual Novel,Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,548798,106043,NIS America,Spike Chunsoft,10000
Agents of Mayhem,2017-08-15,2,3,170,70,2024-06-02 02:42:07,173,Mature,'Action',0,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Open World,Third Person,Sci-fi,Funny,Sandbox,Female Protagonist,Comedy,Violent,Third-Person Shooter,Nudity,Captions available,Memes,Cyberpunk,Sexual Content,Superhero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,110908,Deep Silver,Volition Inc.,80000
Agents of Mayhem,2017-08-15,2,3,170,70,2024-06-02 02:42:07,173,Mature,'Action',0,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Open World,Third Person,Sci-fi,Funny,Sandbox,Female Protagonist,Comedy,Violent,Third-Person Shooter,Nudity,Captions available,Memes,Cyberpunk,Sexual Content,Superhero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,547486,110908,Deep Silver,Volition Inc.,30000
Sine Mora EX,2017-08-07,3,4,68,82,2024-04-15 07:52:54,69,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,GOG,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,First-Person,Steam Leaderboards,Local Co-Op,Local Multiplayer,Side Scroller,Shoot 'Em Up,Bullet Hell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,552989,126236,THQ Nordic,Digital Reality,10000
Sine Mora EX,2017-08-07,3,4,68,82,2024-04-15 07:52:54,69,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,5,PlayStation 4,Nintendo Switch,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Steam,GOG,Xbox Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,First-Person,Steam Leaderboards,Local Co-Op,Local Multiplayer,Side Scroller,Shoot 'Em Up,Bullet Hell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,552989,126236,THQ Nordic,Digital Reality,40000
Marvel vs. Capcom: Infinite,2017-09-19,3,3,163,73,2023-08-31 19:35:08,165,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Online multiplayer,Anime,Competitive,Comic Book,Superhero,Heist,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,547486,110908,Capcom,Capcom,50000
Marvel vs. Capcom: Infinite,2017-09-19,3,3,163,73,2023-08-31 19:35:08,165,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,0,Singleplayer,Multiplayer,Online multiplayer,Anime,Competitive,Comic Book,Superhero,Heist,2D Fighter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,547486,110908,Capcom,Capcom,0
Evolve,2015-02-10,2,3,220,76,2024-05-14 05:33:08,223,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,1,Xbox One,PC,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,0,0,0,0,0,0,0,0,Multiplayer,Story,Monsters,planet,Classes,alien,Animals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,547486,4865,2K Games,Turtle Rock Studios,200000
ReCore,2016-09-13,3,3,245,60,2024-07-01 23:05:37,245,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,exclusive,Captions available,w10 exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,540661,102947,Microsoft Studios,Armature Studio,60000
Sudden Strike 4,2017-08-10,3,4,48,77,2023-05-25 12:03:29,48,Mature,'Action',Strategy,0,0,0,0,0,0,0,0,0,4,PlayStation 4,macOS,PC,Linux,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,App Store,Steam,GOG,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Co-op,Steam Leaderboards,Online multiplayer,Steam Workshop,Cross-Platform Multiplayer,Includes level editor,War,Historical,Realistic,RTS,World War II,Real-Time,Tanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,801249,187884,Kalypso Media,Kite Games,30000
Marvel's Guardians of the Galaxy: The Telltale Series,2017-04-18,3,4,189,72,2024-03-01 19:14:43,193,Teen,'Adventure',0,0,0,0,0,0,0,0,0,0,5,Xbox One,PC,PlayStation 4,Android,macOS,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,App Store,Steam,GOG,Xbox Store,PlayStation Store,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Atmospheric,Great Soundtrack,Story Rich,Sci-fi,Funny,Female Protagonist,Comedy,Free to Play,Space,Point & Click,Choices Matter,Memes,Story,overlay,Music,achievements,battle,Episodic,Superhero,cloud saves,pack,bundle,rocket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,781801,192749,Warner Bros. Interactive Entertainment,Telltale Games,40000
PlayStation VR Worlds,2016-10-10,3,4,189,73,2023-12-09 15:01:59,191,Mature,'Action',0,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,true exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6825,7961,Sony Interactive Entertainment,SIE London Studio,1400000
Shining Resonance Refrain,2018-07-09,2,3,21,70,2023-05-13 23:39:25,21,Teen,'Adventure',RPG,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 4,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Nintendo Store,Steam,0,0,0,0,0,RPG,Action RPG,Anime,role-playing,JRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,552989,119954,Sega,Media.Vision,10000
The Elder Scrolls V: Skyrim VR,2017-12-31,3,4,90,79,2024-07-19 13:40:56,92,Mature,'RPG',0,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,RPG,Story Rich,Open World,First-Person,Fantasy,Exploration,Stealth,Moddable,Character Customization,Memes,VR,Walking Simulator,Magic,Sexual Content,Dragons,SteamVR Collectibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,541848,106043,Bethesda Softworks,Bethesda Softworks,470000
The Technomancer,2016-06-27,2,3,123,56,2024-08-03 15:27:58,123,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Sci-fi,Horror,Nudity,Post-apocalyptic,Choices Matter,Mature,Memes,Cyberpunk,Sexual Content,Illuminati,LGBTQ+,Mars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,117190,Focus Home Interactive,Spiders,40000
The Technomancer,2016-06-27,2,3,123,56,2024-08-03 15:27:58,123,Mature,'Action',RPG,0,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,PlayStation Store,Steam,Xbox Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Sci-fi,Horror,Nudity,Post-apocalyptic,Choices Matter,Mature,Memes,Cyberpunk,Sexual Content,Illuminati,LGBTQ+,Mars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,117190,Focus Home Interactive,Spiders,20000
Spintires: MudRunner,2017-10-31,3,4,136,72,2024-01-10 17:06:03,138,Everyone,'Racing',0,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Open World,cooperative,Online Co-Op,Physics,VR,Driving,Offroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,547486,110908,Focus Home Interactive,Saber Interactive,120000
Spintires: MudRunner,2017-10-31,3,4,136,72,2024-01-10 17:06:03,138,Everyone,'Racing',0,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xbox Store,Steam,PlayStation Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,steam-trading-cards,Open World,cooperative,Online Co-Op,Physics,VR,Driving,Offroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,547486,110908,Focus Home Interactive,Saber Interactive,20000
Tetris Effect,2018-11-09,4,5,292,90,2024-05-23 16:56:42,296,Everyone 10+,'Puzzle',0,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Epic Games,0,0,0,0,0,0,0,Atmospheric,Great Soundtrack,Classic,exclusive,puzzles,Tetris,vivid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,541848,9306,Sony Interactive Entertainment,Monstars Inc.,10000
Batman: Return to Arkham,2016-10-18,4,5,143,75,2024-07-28 12:18:35,143,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,Dark,Story,online,Comic Book,city,Batman,comics,hospital,clowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,12463,12826,Warner Bros. Interactive Entertainment,Rocksteady Studios,390000
Batman: Return to Arkham,2016-10-18,4,5,143,75,2024-07-28 12:18:35,143,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,2,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,0,0,0,0,0,0,0,Dark,Story,online,Comic Book,city,Batman,comics,hospital,clowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,12463,12826,Warner Bros. Interactive Entertainment,Rocksteady Studios,60000
